Output Belt,2023-10-01,2023-10-02,2023-10-03,2023-10-04,2023-10-05,2023-10-06,2023-10-07,2023-10-08,2023-10-09,2023-10-10,2023-10-11,2023-10-12,2023-10-13,2023-10-14
311,[120.05185916660088],[503.66380202718216],[720.5692249666299],[893.705563814294],[1017.9043207875022],[1009.8474875657575],[803.6977531279776],[424.1588639536234],[720.7964600739804],[875.6021260452694],[1004.3991860131202],[1096.9396604492504],[1066.2787867803397],[843.9897483882568]
312,[39.95801454848461],[288.8811691873134],[384.1634045730639],[386.9787907403811],[362.4241350062629],[342.9140581771572],[313.8409267100393],[232.741151139189],[445.2408030342978],[510.9812141031009],[489.83626372305343],[445.8482202162771],[410.5764048332932],[368.719480589172]
313,[116.82601014259319],[550.6872564219075],[774.230495629612],[923.6505050976785],[1018.723561952791],[998.4682745772989],[802.7808024485471],[442.92652810964523],[781.0737573359046],[936.9960751947385],[1038.6426326141304],[1099.9642605457573],[1055.8639524416722],[843.3302301930805]
314,[37.12938393256442],[291.5973647325536],[396.1032596510624],[401.85281442021517],[370.667425311492],[339.9838325756969],[304.12247173439846],[226.309168208806],[446.4948458756977],[522.9309212655593],[505.6973419870424],[455.69371822190953],[409.60204602883937],[361.1247880592289]
317,[-50.28786260518963],[-66.01197850992362],[22.950520771308497],[170.92271892431756],[277.83308218239915],[269.5987848995913],[156.40113589298204],[26.251654094539134],[-28.110074935170815],[41.71931310933159],[180.21691084090736],[282.435509543024],[271.87787896176775],[157.5297294235799]
318,[60.015699976334645],[264.59874661654624],[346.48786388009285],[380.8322517302464],[382.70113016567393],[338.25352266939274],[238.82451058081844],[100.62055901708246],[287.1981082571897],[359.0659434161419],[387.8328072030456],[386.5974147127133],[340.42206962691404],[240.031454234497]
319,[13.990228435269842],[88.91917471017392],[116.27531868607167],[115.85398681652444],[107.76674979161874],[101.46661051665144],[91.95537838854999],[66.19996704795359],[130.56161976391627],[149.4892989918967],[142.3454304945318],[128.89630372291788],[118.31952554696062],[105.39724970974724]
320,[96.4385645422845],[502.467533319341],[636.6505088911155],[650.8742481682937],[617.2121891047368],[545.3549886989404],[416.7990348918911],[222.78269510266375],[575.5671477447722],[678.9441524932855],[675.3443127945864],[631.3699681896351],[553.5463323540531],[421.5383453779353]
321,[21.04106296997753],[189.03430282085446],[257.25294419344397],[257.12678256720994],[229.32972322376452],[201.51244481037816],[174.18611337135397],[125.71487477201067],[272.97972110711237],[324.574780763056],[311.1169796694561],[272.6283248613666],[236.2366911438623],[202.03397075761532]
322,[85.8705371278188],[636.9783202432487],[629.1720452380374],[567.1371528395407],[505.81187257984925],[420.74697029410925],[292.69528287260016],[132.74237886024105],[644.5122025304315],[630.3829936501171],[567.3317929999283],[505.8431578036109],[420.7519988823711],[292.69609113595476]
323,[64.61170204603498],[217.37627135169544],[302.5520718256605],[342.17946295011797],[361.27928627198037],[370.84813439525783],[361.3064769162571],[311.3396528326815],[449.6363938349201],[521.1927419399691],[547.9993088924045],[555.0301056486279],[553.2376403112646],[533.0008830370219]
324,[-8.222171027536511],[58.64360283845903],[91.85109791294065],[98.77679971517091],[94.4965452562077],[90.90797503912793],[88.22758248177776],[75.26598839236243],[138.85293043113802],[168.91036329346713],[172.8097153274494],[165.62196498334427],[159.2400850137665],[153.876084402739]
325,[113.42377926203913],[289.9670556046354],[371.27939231849246],[401.34580409795444],[402.5526011980028],[373.79214766531686],[302.53961303275787],[182.73228884174875],[342.04617585997966],[410.41217389203575],[430.7505748808384],[424.6476455579088],[390.394589115069],[315.0148566938492]
326,[7.681714178895156],[32.35877951316487],[30.299051604565964],[21.976346554686188],[17.74698947438669],[18.50764515907849],[18.65567126014799],[11.871023957203661],[34.15984957063803],[31.073368502476562],[22.309241244652366],[17.890107718230663],[18.569174622714762],[18.682124036493505]
327,[0.012198730170114747],[4.36027243887479],[6.85090663502219],[7.527095615494842],[6.767165693041264],[5.2278738790556165],[3.5274268943070846],[1.9182623214304966],[5.844838925579288],[8.007183720189527],[8.427679529827266],[7.468599109960475],[5.774195915837355],[3.9529380842134003]
328,[25.719687279680386],[140.3474759562887],[189.42574428408722],[216.61306827211254],[228.1384085327624],[211.71778614457264],[159.07472894136092],[79.63231276285933],[170.65346807738626],[206.4617010792277],[226.1895184594619],[233.52163410051827],[214.74386751568676],[160.77578499954527]
329,[-2.0063339129465874],[20.69130695988268],[52.08481045564844],[84.82845462005459],[99.55232011359544],[85.06104215767283],[49.51494668076889],[15.633305557240107],[29.33637205794856],[56.32169696776295],[86.9049233467683],[100.56998305091783],[85.55979171295203],[49.759380382506805]
330,[51.22712282651179],[143.13996547338073],[171.82244059504742],[179.77413115763795],[175.7988195339715],[154.2569818922734],[111.60847345888538],[54.919929591519235],[144.8943477139957],[172.65591422149075],[180.17009862122393],[175.98693614287703],[154.34635251435841],[111.65093174121535]
331,[31.177714919104318],[105.09212786897781],[132.99519552537464],[146.07158153455393],[151.2752927369457],[141.3343240601735],[108.90499440988944],[57.043382077806655],[119.82013163164999],[141.38137375547322],[150.84670153318024],[153.99426321141567],[142.88251561204362],[109.78654023901409]
332,[24.595578254169254],[123.25483106625069],[160.02138103707537],[173.94046157910097],[175.96739796300528],[160.8021076315573],[122.05875234576158],[63.29628134910817],[144.7952202106841],[172.01052664394945],[180.613489230506],[179.68153235560823],[162.86935431581338],[123.20935929797065]
333,[55.22234217013062],[197.91790751099668],[256.92644960008647],[275.4923789323792],[264.150450727011],[222.01733702292807],[153.15974763702985],[71.96966594185228],[206.91662043913334],[261.76166001739176],[278.09044600778475],[265.54645047588394],[222.76743901887028],[153.56279427423067]
334,[26.036063053110865],[119.59687476916802],[147.1632373947262],[155.11212713787137],[158.50759447387742],[150.81386288479507],[120.25263742652145],[64.88308197458568],[140.6944629632075],[158.62121383572452],[161.33488695833103],[161.88713884478148],[152.6492736164382],[121.24943823281758]
335,[28.570163660695613],[91.8437886912291],[113.33347041461076],[108.9921324280107],[95.53250391280152],[82.82842326919855],[70.13576186575901],[49.333548219072],[107.06812103809006],[124.4964046056154],[117.17712845369147],[101.53398692740133],[87.22888947120072],[73.3623148273947]
336,[17.75857198885197],[137.75082736084107],[197.9443917878257],[215.42602496678848],[208.87961202509018],[189.96755089122303],[159.02744592544883],[108.49792279410218],[212.3088390389928],[259.2066452210712],[265.7635220545627],[250.2405393671232],[223.9526794646584],[186.95208491146047]
337,[76.88153969400366],[545.6626431330285],[776.9258011974312],[815.3039875674374],[761.189102211086],[702.2916052584611],[654.1771678319413],[554.6032297304141],[985.1783913526992],[1181.2911397659475],[1187.3300815082346],[1103.4622927441947],[1017.1913901546159],[943.8927437822363]
338,[0.01974032912360002],[70.57715215775222],[102.92293373580159],[105.94493671831313],[93.47503930207488],[77.59783012718559],[62.46564027597326],[43.45323205765159],[104.57148594078319],[129.52946900068545],[126.76922241603361],[109.7736994058063],[90.35439354707977],[72.44989108248753]
339,[42.52929263326175],[220.4535285660711],[261.20933631541914],[250.2864697865473],[223.7855445694841],[188.8781947087919],[140.3446103412453],[74.60545164137227],[235.22295707081597],[268.0099017541182],[253.4177818932527],[225.2273534305243],[189.5420738498467],[140.65029268641393]
340,[-17.322417036260845],[79.06702460208719],[125.61562228085373],[131.184657496731],[114.36394109453028],[93.41778805032999],[75.73975106852699],[54.894372998613605],[137.80255993347404],[173.38655074497694],[170.03782523324602],[145.9640939844931],[119.11890126305138],[96.64304298212187]
341,[65.59833150172295],[261.0218773066048],[324.13721102869994],[340.37728280092404],[319.74552926744434],[255.92327113419628],[157.56131012863932],[52.33029606584603],[255.7390674034457],[322.03380388844977],[339.53978880080683],[319.41207209369486],[255.79050160186603],[157.5084465224467]
342,[11.785840137800449],[327.9622818073148],[466.75947881858554],[473.23474354301396],[413.3553538372556],[341.9330596302287],[275.0204075993358],[188.4359144787633],[465.1023435921035],[573.2264396534526],[555.8890285265022],[477.52296764495964],[391.7487789555752],[313.69421428534594]
343,[158.62811247186198],[725.9801101673668],[848.4933728254806],[854.937377052378],[805.7121500805347],[674.8956139237059],[451.77921816334685],[178.49524482424556],[733.1414506496911],[851.0747618550666],[855.8678689537916],[806.0475567816063],[675.0165151964122],[451.8227984427368]
344,[138.06224201307043],[680.3694709718771],[928.1265969365465],[1035.055164420116],[1112.7153192159408],[1166.578670228234],[1109.26746228968],[841.3592815478426],[1288.3805846771088],[1453.7615614084805],[1489.474680194559],[1505.5679836579484],[1506.2058442420148],[1402.8803807419974]
345,[28.513738486319454],[228.24031160015485],[317.8312266626127],[325.9955062131508],[287.8957515859345],[233.25221617790112],[174.66916911038717],[106.00423931390081],[285.134092010697],[359.6028272437625],[356.664352658584],[310.41291945136743],[249.7843948362081],[186.80714902080717]
346,[103.07584180422975],[526.9790102897327],[624.9232596079745],[609.9876742700984],[548.6912803150511],[449.49952325587],[312.0916993299686],[149.94095223620167],[545.7938389084263],[632.4768057895132],[613.0201791667919],[549.9087331150281],[449.9882912449301],[312.28792389582816]
347,[5.221070753785398],[404.8340547068571],[585.0171741569951],[602.7738001305023],[534.8918153325142],[444.3398615252181],[351.3486272869408],[232.305024442069],[578.2753306466925],[717.4874597542386],[703.9514262239735],[612.1688588276427],[503.3622134217835],[396.4284836820888]
348,[196.30371572503986],[819.5189493701539],[988.4575605868123],[974.0489595836609],[888.8154161702357],[755.1474660426345],[562.4844257190924],[311.095734622064],[875.0675365325094],[1015.33787478794],[987.0565143832007],[895.1098545684271],[758.1933847690372],[563.9583651400447]
349,[45.741343389410076],[362.39196108908686],[503.91770501435394],[525.7431559595085],[490.8027250689029],[438.673418625324],[368.99181833224776],[252.3034374847194],[527.6459520881685],[636.1243504820555],[631.5112345405557],[575.4193977569605],[506.36852468051603],[423.1493175371351]
350,[191.03367705953985],[747.5390431257832],[981.8026259813325],[1072.5007795568],[1071.6099849743675],[958.2807053289418],[710.7058390084896],[356.4605467324509],[847.4361540178752],[1042.1279696471995],[1108.9297318648994],[1093.6085097339815],[971.5650591447322],[718.7279249543201]
351,[60.90348648503874],[493.06350019286316],[427.9349947032683],[373.9501823002567],[328.9199646321845],[272.10902157200434],[191.37576417007296],[92.58607485540114],[493.80809319380774],[427.9524938649711],[373.95059355937394],[328.91997429745095],[272.109021799154],[191.37576417541135]
300,[0.36823536167209703],[-2.6958728335251982],[-1.473797040902085],[4.079876608020115],[10.36299570574063],[13.053658199989325],[10.4598348642813],[4.835541169755485],[-0.7219549035568482],[-0.6016042335056753],[4.465262586699699],[10.533281852683501],[13.128900615242731],[10.493081379953919]
301,[-0.4651856767848501],[-2.036216549547731],[-1.6872104851566103],[-0.1717718100492862],[1.2294178422138127],[1.5814835852950062],[0.9316735851414428],[0.2237409961668626],[-1.5267345630740017],[-1.3104332391413283],[0.10686629077428522],[1.4354790947221918],[1.7338720765308397],[1.0443694558034409]
303,[10.512654620742133],[3.5922303100561024],[42.14470379747397],[83.0812642695469],[97.31444472466129],[75.4975074559849],[35.43873655200285],[8.68269005396337],[3.6347989188511534],[42.143713567123264],[83.08128730427075],[97.31444418882788],[75.49750746844946],[35.43873655171289]
305,[21.392087022897208],[23.321251227284556],[23.19130859710708],[22.18830653580001],[21.34252671960551],[20.837011836529555],[19.94533127498692],[17.646356998332266],[19.964051501815312],[20.182338403639964],[19.491445352211045],[18.925400667862064],[18.670605057578584],[18.003637614244866]
315,[-35.354800795902385],[-105.40615645298115],[-58.66788617889086],[63.37834736807888],[172.56803825465326],[197.7371113023787],[136.3341140659534],[54.89907176155791],[-39.51622133272359],[-10.564869353903795],[98.49600567874234],[198.2057218475854],[216.45392932585483],[149.99834686038955]
316,[201.23075206339908],[190.90111117544996],[202.17608051142304],[226.7291242274472],[243.09720620134303],[233.15488751800657],[196.04412385230813],[149.07342563668234],[143.9297568488759],[159.87506014810887],[188.63406928530816],[208.7899200276227],[202.25875450564521],[168.21997506117654]
302,[4.919900829481666],[7.688912464878186],[2.8728958178952624],[4.752215190609144],[12.138071377260841],[18.14759219004646],[16.704643536647154],[7.310867385315717],[8.043756324456591],[2.9255582712337524],[4.760030836608836],[12.13923129896065],[18.14776433427481],[16.70466908460902]
99,[49.125404568429694],[18.6148147881278],[9.548043234801959],[10.08075610377874],[11.597223093022766],[9.581842378641902],[4.419551328581619],[-0.09761430445003905],[-4.171802826024077],[-1.000475612335535],[5.197571958040991],[9.33666995312338],[8.535373446527334],[3.9351136011279992]
304,[3.777151159586369],[8.648543007198803],[12.193802127107231],[14.301873575056192],[15.506312150161838],[16.553719109527883],[17.809723269617127],[18.949676858738748],[24.853748717267024],[29.50197463000821],[32.78808354671081],[35.250739764274456],[37.64200180277265],[40.33332717659185]
