Output Belt,2023-10-01,2023-10-02,2023-10-03,2023-10-04,2023-10-05,2023-10-06,2023-10-07,2023-10-08,2023-10-09,2023-10-10,2023-10-11,2023-10-12,2023-10-13,2023-10-14
903,[28.0],[219.0],[335.0],[281.0],[280.0],[226.0],[0.0],[33.0],[305.0],[366.0],[303.0],[289.0],[294.0],[1.0]
904,[25.0],[340.0],[475.0],[414.0],[406.0],[348.0],[1.0],[34.0],[456.0],[507.0],[430.0],[418.0],[427.0],[1.0]
905,[7.0],[266.0],[371.0],[307.0],[295.0],[241.0],[0.0],[11.0],[336.0],[400.0],[331.0],[307.0],[312.0],[1.0]
906,[8.0],[231.0],[362.0],[311.0],[309.0],[265.0],[0.0],[11.0],[297.0],[373.0],[316.0],[306.0],[307.0],[1.0]
907,[32.0],[284.0],[420.0],[368.0],[372.0],[325.0],[0.0],[21.0],[391.0],[444.0],[379.0],[381.0],[384.0],[1.0]
908,[12.0],[386.0],[500.0],[422.0],[390.0],[331.0],[0.0],[14.0],[467.0],[506.0],[423.0],[399.0],[407.0],[1.0]
951,[25.0],[486.0],[605.0],[547.0],[511.0],[445.0],[1.0],[22.0],[538.0],[622.0],[544.0],[527.0],[525.0],[2.0]
952,[28.0],[310.0],[462.0],[407.0],[403.0],[344.0],[0.0],[32.0],[434.0],[501.0],[430.0],[415.0],[425.0],[1.0]
953,[14.0],[380.0],[482.0],[413.0],[402.0],[346.0],[0.0],[18.0],[451.0],[490.0],[417.0],[411.0],[421.0],[2.0]
954,[10.0],[175.0],[247.0],[205.0],[204.0],[165.0],[0.0],[11.0],[213.0],[253.0],[207.0],[201.0],[204.0],[1.0]
955,[6.0],[193.0],[308.0],[255.0],[247.0],[193.0],[0.0],[9.0],[253.0],[329.0],[273.0],[258.0],[258.0],[1.0]
956,[13.0],[332.0],[460.0],[395.0],[380.0],[322.0],[0.0],[15.0],[418.0],[488.0],[415.0],[400.0],[409.0],[1.0]
957,[16.0],[258.0],[366.0],[309.0],[314.0],[256.0],[0.0],[16.0],[336.0],[386.0],[326.0],[321.0],[328.0],[1.0]
601,[0.0],[4.0],[42.0],[40.0],[35.0],[32.0],[0.0],[1.0],[7.0],[43.0],[42.0],[46.0],[41.0],[0.0]
602,[0.0],[6.0],[58.0],[56.0],[52.0],[44.0],[0.0],[1.0],[15.0],[65.0],[62.0],[64.0],[60.0],[0.0]
603,[0.0],[5.0],[54.0],[53.0],[48.0],[41.0],[0.0],[1.0],[11.0],[57.0],[56.0],[59.0],[56.0],[0.0]
604,[0.0],[6.0],[49.0],[46.0],[41.0],[36.0],[0.0],[1.0],[9.0],[51.0],[49.0],[53.0],[49.0],[0.0]
605,[0.0],[3.0],[17.0],[14.0],[13.0],[14.0],[0.0],[0.0],[4.0],[16.0],[13.0],[19.0],[17.0],[0.0]
606,[0.0],[4.0],[27.0],[23.0],[20.0],[20.0],[0.0],[1.0],[6.0],[26.0],[22.0],[28.0],[23.0],[0.0]
607,[0.0],[6.0],[45.0],[43.0],[38.0],[35.0],[0.0],[1.0],[12.0],[52.0],[47.0],[51.0],[48.0],[0.0]
608,[0.0],[4.0],[30.0],[28.0],[27.0],[25.0],[0.0],[1.0],[6.0],[32.0],[31.0],[35.0],[30.0],[0.0]
609,[0.0],[6.0],[36.0],[32.0],[29.0],[27.0],[0.0],[1.0],[7.0],[38.0],[36.0],[41.0],[38.0],[0.0]
610,[0.0],[2.0],[16.0],[16.0],[16.0],[17.0],[0.0],[1.0],[3.0],[19.0],[18.0],[24.0],[22.0],[0.0]
611,[0.0],[3.0],[30.0],[27.0],[24.0],[24.0],[0.0],[1.0],[5.0],[29.0],[27.0],[32.0],[28.0],[0.0]
612,[0.0],[7.0],[43.0],[38.0],[32.0],[30.0],[0.0],[1.0],[7.0],[42.0],[41.0],[45.0],[40.0],[0.0]
613,[0.0],[3.0],[33.0],[33.0],[31.0],[29.0],[0.0],[1.0],[6.0],[37.0],[38.0],[43.0],[36.0],[0.0]
614,[0.0],[4.0],[23.0],[18.0],[17.0],[17.0],[0.0],[1.0],[6.0],[21.0],[18.0],[25.0],[23.0],[0.0]
615,[0.0],[4.0],[21.0],[17.0],[16.0],[17.0],[0.0],[1.0],[4.0],[20.0],[18.0],[24.0],[21.0],[0.0]
